text,label,clean,token_count,sentence_count,tokens,sentences
زین کو ایڈونچر پسند ہے۔,,زین کو ایڈونچر پسند ہے۔,6,1,زین | کو | ایڈونچر | پسند | ہے | ۔,زین کو ایڈونچر پسند ہے۔
اسے تم سے پیار کرنا چاہیے۔,,اسے تم سے پیار کرنا چاہیے۔,7,1,اسے | تم | سے | پیار | کرنا | چاہیے | ۔,اسے تم سے پیار کرنا چاہیے۔
اس کی ساس اچھی طبیعت کی ہے، لیکن نہیں۔,,اس کی ساس اچھی طبیعت کی ہے، لیکن نہیں۔,11,2,اس | کی | ساس | اچھی | طبیعت | کی | ہے | ، | لیکن | نہیں | ۔,اس کی ساس اچھی طبیعت کی ہے،۔ || لیکن نہیں۔
میں ابھی اٹھا ہوں,,میں ابھی اٹھا ہوں,4,1,میں | ابھی | اٹھا | ہوں,میں ابھی اٹھا ہوں۔
میں کل وہاں تھا۔,,میں کل وہاں تھا۔,5,1,میں | کل | وہاں | تھا | ۔,میں کل وہاں تھا۔
میرے پاس پیسے ختم ہو گئے ہیں۔,,میرے پاس پیسے ختم ہو گئے ہیں۔,8,1,میرے | پاس | پیسے | ختم | ہو | گئے | ہیں | ۔,میرے پاس پیسے ختم ہو گئے ہیں۔
میں شہر کا رہنے والا ہوں۔,,میں شہر کا رہنے والا ہوں۔,7,1,میں | شہر | کا | رہنے | والا | ہوں | ۔,میں شہر کا رہنے والا ہوں۔
یہ چوٹ نہیں کرے گا,,یہ چوٹ نہیں کرے گا,5,1,یہ | چوٹ | نہیں | کرے | گا,یہ چوٹ نہیں کرے گا۔
ٹانگ کھیچنا,,ٹانگ کھیچنا,2,1,ٹانگ | کھیچنا,ٹانگ کھیچنا۔
کیا آپ قابل اعتماد ہیں؟,,کیا آپ قابل اعتماد ہیں؟,6,1,کیا | آپ | قابل | اعتماد | ہیں | ؟,کیا آپ قابل اعتماد ہیں؟
میں تھوڑا سا ٹپسی ہوں,,میں تھوڑا سا ٹپسی ہوں,5,1,میں | تھوڑا | سا | ٹپسی | ہوں,میں تھوڑا سا ٹپسی ہوں۔
ڈاکٹر اس کی بیماری کی تشخیص نہیں کر سکا,,ڈاکٹر اس کی بیماری کی تشخیص نہیں کر سکا,9,1,ڈاکٹر | اس | کی | بیماری | کی | تشخیص | نہیں | کر | سکا,ڈاکٹر اس کی بیماری کی تشخیص نہیں کر سکا۔
وہ واحد آدمی تھا,,وہ واحد آدمی تھا,4,1,وہ | واحد | آدمی | تھا,وہ واحد آدمی تھا۔
اس پر چھلانگ لگائیں,,اس پر چھلانگ لگائیں,4,1,اس | پر | چھلانگ | لگائیں,اس پر چھلانگ لگائیں۔
زین کی موت کیسے ہوئی,,زین کی موت کیسے ہوئی,5,1,زین | کی | موت | کیسے | ہوئی,زین کی موت کیسے ہوئی۔
وہ جوان نہیں ہے,,وہ جوان نہیں ہے,4,1,وہ | جوان | نہیں | ہے,وہ جوان نہیں ہے۔
مجھے سشی پسند نہیں,,مجھے سشی پسند نہیں,4,1,مجھے | سشی | پسند | نہیں,مجھے سشی پسند نہیں۔
مجھے لگتا ہے کہ وہ صحیح ہے۔,,مجھے لگتا ہے کہ وہ صحیح ہے۔,8,1,مجھے | لگتا | ہے | کہ | وہ | صحیح | ہے | ۔,مجھے لگتا ہے کہ وہ صحیح ہے۔
زین نے ساری امیدیں چھوڑ دیں۔,,زین نے ساری امیدیں چھوڑ دیں۔,7,1,زین | نے | ساری | امیدیں | چھوڑ | دیں | ۔,زین نے ساری امیدیں چھوڑ دیں۔
میں سو رہا ہوں,,میں سو رہا ہوں,4,1,میں | سو | رہا | ہوں,میں سو رہا ہوں۔
میں جانتا ہوں کہ اس نے ایسا کیوں کیا۔,,میں جانتا ہوں کہ اس نے ایسا کیوں کیا۔,10,1,میں | جانتا | ہوں | کہ | اس | نے | ایسا | کیوں | کیا | ۔,میں جانتا ہوں کہ اس نے ایسا کیوں کیا۔
میں کیوٹو جاتا ہوں۔,,میں کیوٹو جاتا ہوں۔,5,1,میں | کیوٹو | جاتا | ہوں | ۔,میں کیوٹو جاتا ہوں۔
اسے فورا٘ کرو۔,,اسے فورا٘ کرو۔,4,1,اسے | فورا٘ | کرو | ۔,اسے فورا٘ کرو۔
یہ کیا سائز ہے,,یہ کیا سائز ہے,4,1,یہ | کیا | سائز | ہے,یہ کیا سائز ہے۔
میں ابھی اس سے ملا ہوں۔,,میں ابھی اس سے ملا ہوں۔,7,1,میں | ابھی | اس | سے | ملا | ہوں | ۔,میں ابھی اس سے ملا ہوں۔
سب بیٹھ گئے,,سب بیٹھ گئے,3,1,سب | بیٹھ | گئے,سب بیٹھ گئے۔
زین تمہارا باپ ہے۔,,زین تمہارا باپ ہے۔,5,1,زین | تمہارا | باپ | ہے | ۔,زین تمہارا باپ ہے۔
آپ ابھی تک نہیں چھوڑ سکتے,,آپ ابھی تک نہیں چھوڑ سکتے,6,1,آپ | ابھی | تک | نہیں | چھوڑ | سکتے,آپ ابھی تک نہیں چھوڑ سکتے۔
میں ٹام سے بات کر رہا ہوں۔,,میں ٹام سے بات کر رہا ہوں۔,8,1,میں | ٹام | سے | بات | کر | رہا | ہوں | ۔,میں ٹام سے بات کر رہا ہوں۔
میں واقعی الجھن میں ہوں,,میں واقعی الجھن میں ہوں,5,1,میں | واقعی | الجھن | میں | ہوں,میں واقعی الجھن میں ہوں۔
میرے پاس باغ نہیں ہے۔,,میرے پاس باغ نہیں ہے۔,6,1,میرے | پاس | باغ | نہیں | ہے | ۔,میرے پاس باغ نہیں ہے۔
اس پر رکھو,,اس پر رکھو,3,1,اس | پر | رکھو,اس پر رکھو۔
کیا میں آپ کا ساتھ دے سکتا ہوں؟,,کیا میں آپ کا ساتھ دے سکتا ہوں؟,9,1,کیا | میں | آپ | کا | ساتھ | دے | سکتا | ہوں | ؟,کیا میں آپ کا ساتھ دے سکتا ہوں؟
دو ہفتے گزر گئے,,دو ہفتے گزر گئے,4,1,دو | ہفتے | گزر | گئے,دو ہفتے گزر گئے۔
مت ہنسو,,مت ہنسو,2,1,مت | ہنسو,مت ہنسو۔
آپ کا دن کیسا گزرا,,آپ کا دن کیسا گزرا,5,1,آپ | کا | دن | کیسا | گزرا,آپ کا دن کیسا گزرا۔
تم بہوت شاندار لگ رہے ہو,,تم بہوت شاندار لگ رہے ہو,6,1,تم | بہوت | شاندار | لگ | رہے | ہو,تم بہوت شاندار لگ رہے ہو۔
اتنی جلدی مت بولو,,اتنی جلدی مت بولو,4,1,اتنی | جلدی | مت | بولو,اتنی جلدی مت بولو۔
میرا پاؤں سو گیا,,میرا پاؤں سو گیا,4,1,میرا | پاؤں | سو | گیا,میرا پاؤں سو گیا۔
اس کے پاس پیسہ ہے,,اس کے پاس پیسہ ہے,5,1,اس | کے | پاس | پیسہ | ہے,اس کے پاس پیسہ ہے۔
اس نے امید چھوڑ دی,,اس نے امید چھوڑ دی,5,1,اس | نے | امید | چھوڑ | دی,اس نے امید چھوڑ دی۔
میں نے زین کو گھر بھیج دیا۔,,میں نے زین کو گھر بھیج دیا۔,8,1,میں | نے | زین | کو | گھر | بھیج | دیا | ۔,میں نے زین کو گھر بھیج دیا۔
کوئی فرق نہیں پڑتا!,,کوئی فرق نہیں پڑتا!,5,1,کوئی | فرق | نہیں | پڑتا | !,کوئی فرق نہیں پڑتا!
زین بچ گیا,,زین بچ گیا,3,1,زین | بچ | گیا,زین بچ گیا۔
میری ڈائری کہاں ہے,,میری ڈائری کہاں ہے,4,1,میری | ڈائری | کہاں | ہے,میری ڈائری کہاں ہے۔
وہ تمباکو نوشی کرنا بند کر دیا,,وہ تمباکو نوشی کرنا بند کر دیا,7,1,وہ | تمباکو | نوشی | کرنا | بند | کر | دیا,وہ تمباکو نوشی کرنا بند کر دیا۔
آپ کو یہ صحیح معلوم تھا۔,,آپ کو یہ صحیح معلوم تھا۔,7,1,آپ | کو | یہ | صحیح | معلوم | تھا | ۔,آپ کو یہ صحیح معلوم تھا۔
یہ دلچسپ,,یہ دلچسپ,2,1,یہ | دلچسپ,یہ دلچسپ۔
مجھے چمچے پسند ہیں۔,,مجھے چمچے پسند ہیں۔,5,1,مجھے | چمچے | پسند | ہیں | ۔,مجھے چمچے پسند ہیں۔
آپ کو چھوڑ دینا چاہئے,,آپ کو چھوڑ دینا چاہئے,5,1,آپ | کو | چھوڑ | دینا | چاہئے,آپ کو چھوڑ دینا چاہئے۔
"میں تیرے ساتھ جانا چاہتا ہوں۔""",,میں تیرے ساتھ جانا چاہتا ہوں۔,7,1,میں | تیرے | ساتھ | جانا | چاہتا | ہوں | ۔,میں تیرے ساتھ جانا چاہتا ہوں۔
چلو جلدی کرو,,چلو جلدی کرو,3,1,چلو | جلدی | کرو,چلو جلدی کرو۔
یہ مزہ ہو سکتا ہے,,یہ مزہ ہو سکتا ہے,5,1,یہ | مزہ | ہو | سکتا | ہے,یہ مزہ ہو سکتا ہے۔
میں کبھی پکڑا نہیں گیا,,میں کبھی پکڑا نہیں گیا,5,1,میں | کبھی | پکڑا | نہیں | گیا,میں کبھی پکڑا نہیں گیا۔
وہ واپس کیوں نہیں آئے؟,,وہ واپس کیوں نہیں آئے؟,6,1,وہ | واپس | کیوں | نہیں | آئے | ؟,وہ واپس کیوں نہیں آئے؟
زین کو کچھ معلوم تھا۔,,زین کو کچھ معلوم تھا۔,6,1,زین | کو | کچھ | معلوم | تھا | ۔,زین کو کچھ معلوم تھا۔
اسے منی اسکرٹس پسند ہیں۔,,اسے منی اسکرٹس پسند ہیں۔,6,1,اسے | منی | اسکرٹس | پسند | ہیں | ۔,اسے منی اسکرٹس پسند ہیں۔
تم نے مجھے جگایا,,تم نے مجھے جگایا,4,1,تم | نے | مجھے | جگایا,تم نے مجھے جگایا۔
میں یہاں پیدا ہوا تھا,,میں یہاں پیدا ہوا تھا,5,1,میں | یہاں | پیدا | ہوا | تھا,میں یہاں پیدا ہوا تھا۔
میں اس کے ساتھ کھیلتا ہوں۔,,میں اس کے ساتھ کھیلتا ہوں۔,7,1,میں | اس | کے | ساتھ | کھیلتا | ہوں | ۔,میں اس کے ساتھ کھیلتا ہوں۔
میں بس لے جاؤں گا۔,,میں بس لے جاؤں گا۔,6,1,میں | بس | لے | جاؤں | گا | ۔,میں بس لے جاؤں گا۔
وہ بیمار لگتا ہے,,وہ بیمار لگتا ہے,4,1,وہ | بیمار | لگتا | ہے,وہ بیمار لگتا ہے۔
میں سونے کیلئے بستر پر لیٹ چکا ہوں,,میں سونے کیلئے بستر پر لیٹ چکا ہوں,8,1,میں | سونے | کیلئے | بستر | پر | لیٹ | چکا | ہوں,میں سونے کیلئے بستر پر لیٹ چکا ہوں۔
براہ مہربانی آنکھوں میں,,براہ مہربانی آنکھوں میں,4,1,براہ | مہربانی | آنکھوں | میں,براہ مہربانی آنکھوں میں۔
یہاں کوئی ہے؟,,یہاں کوئی ہے؟,4,1,یہاں | کوئی | ہے | ؟,یہاں کوئی ہے؟
جیت رہے تھے,,جیت رہے تھے,3,1,جیت | رہے | تھے,جیت رہے تھے۔
زین بہت برا لگ رہا ہے,,زین بہت برا لگ رہا ہے,6,1,زین | بہت | برا | لگ | رہا | ہے,زین بہت برا لگ رہا ہے۔
میرا بیگ چوری ہو گیا تھا,,میرا بیگ چوری ہو گیا تھا,6,1,میرا | بیگ | چوری | ہو | گیا | تھا,میرا بیگ چوری ہو گیا تھا۔
اسے انا کی بات نہ بنائیں,,اسے انا کی بات نہ بنائیں,6,1,اسے | انا | کی | بات | نہ | بنائیں,اسے انا کی بات نہ بنائیں۔
وہ سونے چلا گیا ہے کیونکہ وہ تھکا ہوا تھا.,,وہ سونے چلا گیا ہے کیونکہ وہ تھکا ہوا تھا,10,2,وہ | سونے | چلا | گیا | ہے | کیونکہ | وہ | تھکا | ہوا | تھا,وہ سونے چلا گیا ہے۔ || کیونکہ وہ تھکا ہوا تھا۔
میں تمہارے ساتھ متفق ہیں,,میں تمہارے ساتھ متفق ہیں,5,1,میں | تمہارے | ساتھ | متفق | ہیں,میں تمہارے ساتھ متفق ہیں۔
کل بارش ہو سکتی ہے۔,,کل بارش ہو سکتی ہے۔,6,1,کل | بارش | ہو | سکتی | ہے | ۔,کل بارش ہو سکتی ہے۔
سوشی کھانے دو,,سوشی کھانے دو,3,1,سوشی | کھانے | دو,سوشی کھانے دو۔
اپنی ناک نہ اٹھاؤ,,اپنی ناک نہ اٹھاؤ,4,1,اپنی | ناک | نہ | اٹھاؤ,اپنی ناک نہ اٹھاؤ۔
زین نے سوال کیا,,زین نے سوال کیا,4,1,زین | نے | سوال | کیا,زین نے سوال کیا۔
اس طرح ہم یہ کرتے ہیں,,اس طرح ہم یہ کرتے ہیں,6,1,اس | طرح | ہم | یہ | کرتے | ہیں,اس طرح ہم یہ کرتے ہیں۔
یہ میرا جواب ہے,,یہ میرا جواب ہے,4,1,یہ | میرا | جواب | ہے,یہ میرا جواب ہے۔
زین نے اس کی وجہ کیا؟,,زین نے اس کی وجہ کیا؟,7,1,زین | نے | اس | کی | وجہ | کیا | ؟,زین نے اس کی وجہ کیا؟
زین کو قتل نہیں کیا گیا۔,,زین کو قتل نہیں کیا گیا۔,7,1,زین | کو | قتل | نہیں | کیا | گیا | ۔,زین کو قتل نہیں کیا گیا۔
مجھے رکنے کی ضرورت ہے۔,,مجھے رکنے کی ضرورت ہے۔,6,1,مجھے | رکنے | کی | ضرورت | ہے | ۔,مجھے رکنے کی ضرورت ہے۔
وہ عقلمند لڑکا ہے۔,,وہ عقلمند لڑکا ہے۔,5,1,وہ | عقلمند | لڑکا | ہے | ۔,وہ عقلمند لڑکا ہے۔
میں تمہارے باپ کو جانتا تھا۔,,میں تمہارے باپ کو جانتا تھا۔,7,1,میں | تمہارے | باپ | کو | جانتا | تھا | ۔,میں تمہارے باپ کو جانتا تھا۔
تم نے کیا چھپایا,,تم نے کیا چھپایا,4,1,تم | نے | کیا | چھپایا,تم نے کیا چھپایا۔
مجھے یہاں رہنا پسند تھا۔,,مجھے یہاں رہنا پسند تھا۔,6,1,مجھے | یہاں | رہنا | پسند | تھا | ۔,مجھے یہاں رہنا پسند تھا۔
میں تھوڑا پاگل ہو سکتا ہوں۔,,میں تھوڑا پاگل ہو سکتا ہوں۔,7,1,میں | تھوڑا | پاگل | ہو | سکتا | ہوں | ۔,میں تھوڑا پاگل ہو سکتا ہوں۔
میں اب وہاں جا رہا ہوں۔,,میں اب وہاں جا رہا ہوں۔,7,1,میں | اب | وہاں | جا | رہا | ہوں | ۔,میں اب وہاں جا رہا ہوں۔
مجھے اس کا مذاق سمجھ نہیں آیا,,مجھے اس کا مذاق سمجھ نہیں آیا,7,1,مجھے | اس | کا | مذاق | سمجھ | نہیں | آیا,مجھے اس کا مذاق سمجھ نہیں آیا۔
اس کے لمبے بال ہیں۔,,اس کے لمبے بال ہیں۔,6,1,اس | کے | لمبے | بال | ہیں | ۔,اس کے لمبے بال ہیں۔
اس نے شہزادی کو بچایا,,اس نے شہزادی کو بچایا,5,1,اس | نے | شہزادی | کو | بچایا,اس نے شہزادی کو بچایا۔
زین ناممکن,,زین ناممکن,2,1,زین | ناممکن,زین ناممکن۔
مجھے معلوم کرنا ہوگا۔,,مجھے معلوم کرنا ہوگا۔,5,1,مجھے | معلوم | کرنا | ہوگا | ۔,مجھے معلوم کرنا ہوگا۔
کوئی ہنسا,,کوئی ہنسا,2,1,کوئی | ہنسا,کوئی ہنسا۔
ایک کتا ہمارا پیچھا کر رہا ہے۔,,ایک کتا ہمارا پیچھا کر رہا ہے۔,8,1,ایک | کتا | ہمارا | پیچھا | کر | رہا | ہے | ۔,ایک کتا ہمارا پیچھا کر رہا ہے۔
اس نے جھوٹ بولا,,اس نے جھوٹ بولا,4,1,اس | نے | جھوٹ | بولا,اس نے جھوٹ بولا۔
مجھے امید ہے کہ زین جلد آ جائے گا۔,,مجھے امید ہے کہ زین جلد آ جائے گا۔,10,1,مجھے | امید | ہے | کہ | زین | جلد | آ | جائے | گا | ۔,مجھے امید ہے کہ زین جلد آ جائے گا۔
کیا وہ ہمارے بارے میں جانتے ہیں؟,,کیا وہ ہمارے بارے میں جانتے ہیں؟,8,1,کیا | وہ | ہمارے | بارے | میں | جانتے | ہیں | ؟,کیا وہ ہمارے بارے میں جانتے ہیں؟
میں نے اپنا حوصلہ کھو دیا۔,,میں نے اپنا حوصلہ کھو دیا۔,7,1,میں | نے | اپنا | حوصلہ | کھو | دیا | ۔,میں نے اپنا حوصلہ کھو دیا۔
ہم سمندر میں تیرے,,ہم سمندر میں تیرے,4,1,ہم | سمندر | میں | تیرے,ہم سمندر میں تیرے۔
اس نے میرے لیے چائے بنائی,,اس نے میرے لیے چائے بنائی,6,1,اس | نے | میرے | لیے | چائے | بنائی,اس نے میرے لیے چائے بنائی۔
